FID_,FID_IraqDe,Category,Coalition_,Coalition1,Iraq_force,Iraq_for_1,Civilian_w,Civilian_k,Enemy_wia,Enemy_kia,Enemy_deta,Total_deat,Latitude,Longitude,urban_id,urban,Date_,Am_YES,Am_NO,Am_NA
,7338,Attack,0,0,1,2,0,0,0,0,0,2,33.246796,44.414955,9,1,2/14/07,,,
,16782,IED Explosion,0,0,0,3,0,0,0,0,0,3,33.264416,44.44136,9,1,2/14/07,,,
,16781,IED Explosion,0,0,0,1,0,0,0,0,0,1,33.290604,44.337337,9,1,2/14/07,,,
,7341,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.30455,44.277336,9,1,2/14/07,,,
,16783,IED Explosion,0,0,0,0,20,5,0,0,0,5,33.307396,44.451077,9,1,2/14/07,,,
,7332,Direct Fire,0,0,2,2,0,0,0,0,0,2,33.342857,43.780396,10,1,2/14/07,,,
,16777,IED Explosion,0,0,2,2,0,0,0,0,0,2,33.392727,44.376347,9,1,2/14/07,,,
,16785,IED Explosion,0,0,7,4,14,7,0,1,0,12,33.43293,43.27737,10,1,2/14/07,,,
,7337,Indirect Fire,0,0,0,0,8,2,0,0,0,2,33.440845,44.355003,9,1,2/14/07,,,
,16789,IED Found/Cleared,0,0,0,0,0,0,1,1,0,1,33.483887,43.492844,-1,0,2/14/07,,,
,16780,IED Explosion,2,1,0,0,0,0,0,0,0,1,33.628933,44.579948,-1,0,2/14/07,,,
,16784,IED Explosion,0,3,0,0,0,0,0,2,0,5,33.656635,44.591774,-1,0,2/14/07,,,
,16776,IED Explosion,1,0,0,0,2,2,0,0,0,2,33.867641,44.240364,-1,0,2/14/07,,,
,7339,Indirect Fire,0,0,0,0,1,1,0,0,0,1,33.978733,44.931797,11,1,2/14/07,,,
,7340,Direct Fire,0,0,0,0,0,0,0,1,0,1,34.030392,44.22007,-1,0,2/14/07,,,
,16787,IED Explosion,1,1,0,0,0,0,0,0,0,1,34.085087,42.367023,-1,0,2/14/07,,,
,7342,Direct Fire,0,0,0,0,0,0,1,1,0,1,35.315189,43.71804,-1,0,2/14/07,,,
,16788,IED Explosion,0,0,8,3,0,0,0,4,1,7,35.316059,43.759102,-1,0,2/14/07,,,
,16786,IED Explosion,0,0,0,1,0,0,0,1,0,2,35.326935,43.777679,-1,0,2/14/07,,,
,7336,Direct Fire,0,0,0,0,0,1,0,0,0,1,35.471531,44.402596,15,1,2/14/07,,,
,16779,IED Explosion,0,0,3,1,20,4,0,1,0,6,36.319763,43.095078,20,1,2/14/07,,,
,7334,Direct Fire,0,0,0,0,0,0,0,1,0,1,36.329712,43.097061,20,1,2/14/07,,,
,7335,Direct Fire,0,0,0,0,0,0,0,2,2,2,36.335819,43.212334,20,1,2/14/07,,,
,16778,IED Explosion,0,0,1,0,4,14,0,0,0,14,36.388645,43.007553,20,1,2/14/07,,,
,16769,IED Explosion,0,0,1,1,0,0,0,0,0,1,33.024639,44.360748,9,1,2/13/07,,,
,16764,IED Explosion,0,0,0,0,4,4,0,0,0,4,33.305874,44.519833,9,1,2/13/07,,,
,16774,IED Explosion,0,0,0,0,1,4,0,0,0,4,33.316696,44.495922,9,1,2/13/07,,,
,16767,IED Explosion,0,0,0,0,28,11,0,0,0,11,33.320351,44.333889,9,1,2/13/07,,,
,7328,Direct Fire,0,0,0,1,0,0,0,3,0,4,33.325527,44.275509,9,1,2/13/07,,,
,16770,IED Explosion,0,0,0,0,50,20,0,0,0,20,33.339962,44.331139,9,1,2/13/07,,,
,16766,IED Explosion,0,0,0,0,50,25,0,0,0,25,33.343777,44.329411,9,1,2/13/07,,,
,16768,IED Explosion,0,0,0,0,30,11,0,0,0,11,33.368126,44.328152,9,1,2/13/07,,,
,16765,IED Explosion,0,0,2,1,0,0,0,0,0,1,33.389973,44.366692,9,1,2/13/07,,,
,7331,Indirect Fire,0,0,0,0,0,2,0,0,0,2,33.390343,43.597748,10,1,2/13/07,,,
,16772,IED Found/Cleared,0,0,0,0,0,0,0,1,0,1,33.741844,44.613503,11,1,2/13/07,,,
,7330,Direct Fire,0,0,0,0,0,2,0,0,0,2,33.754543,44.637199,11,1,2/13/07,,,
,16773,IED Found/Cleared,0,0,0,0,0,0,0,1,0,1,33.82272,44.527771,-1,0,2/13/07,,,
,16775,IED Explosion,0,0,0,0,4,1,0,0,0,1,33.854294,44.529758,-1,0,2/13/07,,,
,16771,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.85611,44.532989,-1,0,2/13/07,,,
,7329,Direct Fire,0,0,0,1,0,0,0,0,0,1,34.199047,43.873383,13,1,2/13/07,,,
,7326,Attack,0,0,0,0,0,0,0,3,0,3,33.050369,44.744011,-1,0,2/12/07,,,
,7323,Indirect Fire,0,0,0,0,3,2,0,0,0,2,33.228172,44.301319,9,1,2/12/07,,,
,7325,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.283958,43.959488,-1,0,2/12/07,,,
,16759,IED Explosion,0,0,0,0,30,11,0,0,0,11,33.327938,44.406895,9,1,2/12/07,,,
,16757,IED Explosion,0,0,0,0,128,52,0,2,0,54,33.339653,44.395573,9,1,2/12/07,,,
,7327,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.354755,44.358349,9,1,2/12/07,,,
,16763,IED Explosion,0,0,3,2,0,0,0,0,0,2,33.360447,43.790802,10,1,2/12/07,,,
,7324,Attack,0,0,0,0,0,0,0,5,0,5,33.439877,43.448265,10,1,2/12/07,,,
,7320,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.581696,44.233505,-1,0,2/12/07,,,
,7322,Direct Fire,0,0,0,0,0,0,0,2,0,2,33.707401,44.64711,11,1,2/12/07,,,
,16758,IED Found/Cleared,0,0,0,0,0,0,0,1,1,1,33.711731,44.646801,11,1,2/12/07,,,
,16761,IED Explosion,0,0,0,0,0,0,0,6,0,6,33.757839,45.456757,-1,0,2/12/07,,,
,16760,IED Explosion,0,0,0,0,0,0,1,4,0,4,33.759598,45.468643,-1,0,2/12/07,,,
,7321,Direct Fire,0,0,0,2,0,0,0,0,0,2,33.979637,44.93396,11,1,2/12/07,,,
,16756,IED Explosion,0,0,0,0,1,0,0,1,0,1,34.281574,45.167965,-1,0,2/12/07,,,
,16762,IED Explosion,0,0,0,0,0,1,0,0,0,1,34.845814,44.65107,-1,0,2/12/07,,,
,16743,IED Explosion,0,0,6,5,2,5,0,0,0,10,32.660885,44.880562,-1,0,2/11/07,,,
,16740,IED Explosion,0,0,6,1,0,0,0,0,0,1,32.783504,44.305885,-1,0,2/11/07,,,
,16755,IED Explosion,0,0,0,0,3,1,0,0,0,1,32.986263,44.715298,-1,0,2/11/07,,,
,16746,IED Explosion,0,0,0,0,0,0,0,1,0,1,33.223854,44.336769,9,1,2/11/07,,,
,16748,IED Explosion,0,0,0,0,0,0,0,1,0,1,33.230099,44.323841,9,1,2/11/07,,,
,7316,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.245613,44.358074,9,1,2/11/07,,,
,7317,Attack,0,0,0,0,0,0,0,1,0,1,33.252846,44.36124,9,1,2/11/07,,,
,7318,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.257057,44.492188,9,1,2/11/07,,,
,16749,IED Explosion,0,0,0,0,2,1,0,0,0,1,33.311333,44.333958,9,1,2/11/07,,,
,16751,IED Explosion,0,0,0,0,2,1,0,0,0,1,33.315498,44.354229,9,1,2/11/07,,,
,16750,IED Explosion,0,0,0,0,2,1,0,0,0,1,33.315956,44.355408,9,1,2/11/07,,,
,7315,Direct Fire,1,1,0,0,0,0,0,0,0,1,33.328239,44.272263,9,1,2/11/07,,,
,16741,IED Explosion,2,1,0,0,0,0,0,0,0,1,33.342987,43.94331,-1,0,2/11/07,,,
,7314,Direct Fire,0,0,0,0,4,0,0,1,0,1,33.353958,43.8018,10,1,2/11/07,,,
,16752,IED Found/Cleared,0,0,0,0,0,0,0,1,0,1,33.409363,43.451347,10,1,2/11/07,,,
,16753,IED Explosion,6,0,0,0,2,1,0,1,0,2,33.423004,43.41888,10,1,2/11/07,,,
,16742,IED Explosion,0,0,0,0,1,0,0,2,0,2,33.448212,43.185413,10,1,2/11/07,,,
,16744,IED Explosion,0,0,0,0,1,0,0,2,0,2,33.472317,43.199547,10,1,2/11/07,,,
,16754,IED Found/Cleared,0,0,0,1,0,0,0,7,27,8,33.704102,44.660072,11,1,2/11/07,,,
,7313,Direct Fire,0,0,0,0,0,0,0,3,0,3,33.716103,44.64946,11,1,2/11/07,,,
,7319,Direct Fire,0,0,0,0,0,0,0,1,2,1,34.056515,44.215496,-1,0,2/11/07,,,
,16745,IED Explosion,0,0,5,10,2,2,0,0,0,12,34.453503,43.794861,14,1,2/11/07,,,
,16747,IED Explosion,0,0,3,9,2,0,0,0,0,9,34.456619,43.790787,14,1,2/11/07,,,
,7312,Direct Fire,0,0,0,0,1,1,0,0,0,1,30.460751,47.810936,0,1,2/10/07,,,
,7311,Direct Fire,0,0,0,0,0,1,0,0,0,1,30.547834,47.787392,0,1,2/10/07,,,
,7298,Indirect Fire,0,0,0,0,0,0,0,1,0,1,33.230999,44.517021,9,1,2/10/07,,,
,7294,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.271305,44.27306,9,1,2/10/07,,,
,16733,IED Explosion,0,0,2,0,10,2,0,0,0,2,33.291775,44.389954,9,1,2/10/07,,,
,16734,IED Explosion,0,0,2,0,12,2,0,0,0,2,33.29826,44.425354,9,1,2/10/07,,,
,16732,IED Explosion,0,0,0,0,0,2,0,0,0,2,33.310165,44.466099,9,1,2/10/07,,,
,7302,Direct Fire,0,0,1,0,0,0,1,2,0,2,33.342197,44.37241,9,1,2/10/07,,,
,16736,IED Explosion,0,0,0,0,30,3,0,0,0,3,33.350014,44.504543,9,1,2/10/07,,,
,7309,Attack,0,0,0,0,0,0,0,2,0,2,33.352196,43.776421,10,1,2/10/07,,,
,16735,IED Explosion,0,0,0,0,3,3,0,0,0,3,33.352745,44.510979,9,1,2/10/07,,,
,7304,Direct Fire,0,0,0,0,1,1,0,0,0,1,33.586742,44.232708,-1,0,2/10/07,,,
,7303,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.710468,44.647099,11,1,2/10/07,,,
,7300,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.717342,44.653652,11,1,2/10/07,,,
,7297,Ambush,0,1,0,0,0,0,0,0,0,1,33.729313,44.644863,11,1,2/10/07,,,
,7299,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.74184,44.612423,11,1,2/10/07,,,
,7305,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.747253,44.612396,11,1,2/10/07,,,
,7301,Direct Fire,0,0,0,0,0,0,0,3,14,3,33.77755,44.508575,-1,0,2/10/07,,,
,7307,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.948822,44.15913,-1,0,2/10/07,,,
,7306,Attack,0,0,0,0,0,0,0,1,2,1,33.955082,44.151493,-1,0,2/10/07,,,
,7295,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.981152,44.139328,-1,0,2/10/07,,,
,16739,IED Explosion,0,0,0,0,0,0,0,1,0,1,33.996338,44.269863,-1,0,2/10/07,,,
,7308,Direct Fire,0,0,1,1,1,0,0,0,0,1,35.306183,43.190628,-1,0,2/10/07,,,
,7310,Direct Fire,0,0,0,0,0,0,0,1,0,1,35.329704,43.770992,-1,0,2/10/07,,,
,16737,IED Explosion,0,0,0,1,0,0,0,0,0,1,36.34148,43.100117,20,1,2/10/07,,,
,16738,IED Explosion,0,0,0,1,3,0,0,0,0,1,36.343147,43.208157,20,1,2/10/07,,,
,7296,Attack,0,0,1,1,0,0,0,0,0,1,36.359966,43.18771,20,1,2/10/07,,,
,16730,IED Explosion,0,0,5,1,0,0,0,1,0,2,36.379757,42.445999,18,1,2/10/07,,,
,16731,IED Explosion,0,0,2,1,3,0,0,0,0,1,36.389732,42.449017,18,1,2/10/07,,,
,16729,IED Explosion,0,0,2,1,3,0,0,0,0,1,36.412159,42.529682,-1,0,2/10/07,,,
,16724,IED Explosion,3,1,0,0,2,1,0,0,0,2,30.38418,47.965916,-1,0,2/9/07,,,
,16726,Unknown Explosion,0,0,0,0,0,2,0,0,0,2,33.060032,44.23838,9,1,2/9/07,,,
,7291,Direct Fire,0,0,0,0,1,1,0,0,0,1,33.062046,44.132317,-1,0,2/9/07,,,
,16727,IED Found/Cleared,0,0,0,0,0,0,0,1,0,1,33.292042,44.038509,9,1,2/9/07,,,
,7290,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.647633,44.296848,-1,0,2/9/07,,,
,16723,IED Explosion,6,3,0,0,0,0,0,2,0,5,33.747738,44.59523,11,1,2/9/07,,,
,16725,IED Explosion,0,0,0,0,0,0,0,1,0,1,33.785892,44.624645,11,1,2/9/07,,,
,7293,Attack,0,0,1,0,0,0,1,10,0,10,33.835247,44.502842,-1,0,2/9/07,,,
,7292,Attack,0,0,1,0,0,0,0,4,0,4,33.847992,44.533035,-1,0,2/9/07,,,
,7289,Direct Fire,0,0,0,0,1,1,0,0,0,1,34.855865,43.489307,-1,0,2/9/07,,,
,16728,IED Explosion,0,0,0,0,10,1,0,0,0,1,36.3498,43.17123,20,1,2/9/07,,,
,7288,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.356125,43.11425,20,1,2/9/07,,,
,7284,Indirect Fire,0,0,0,0,6,9,0,0,0,9,32.876854,44.389606,-1,0,2/8/07,,,
,16715,IED Explosion,0,0,0,0,20,7,0,0,0,7,32.89817,45.064156,-1,0,2/8/07,,,
,16716,IED Explosion,0,0,0,0,20,7,0,0,0,7,32.92794,45.062038,-1,0,2/8/07,,,
,7275,Direct Fire,0,0,0,0,1,1,0,0,0,1,33.092552,44.250507,9,1,2/8/07,,,
,7276,Direct Fire,0,0,0,0,1,1,0,0,0,1,33.242897,44.355946,9,1,2/8/07,,,
,7281,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.259392,43.796169,-1,0,2/8/07,,,
,7285,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.27261,43.801357,-1,0,2/8/07,,,
,16713,IED Explosion,0,0,0,0,10,10,0,0,0,10,33.304272,44.508595,9,1,2/8/07,,,
,16717,IED Explosion,0,0,0,0,8,6,0,0,0,6,33.313049,44.509052,9,1,2/8/07,,,
,7273,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.321835,44.453133,9,1,2/8/07,,,
,16714,IED Explosion,0,0,0,0,0,5,0,0,0,5,33.327412,44.491779,9,1,2/8/07,,,
,7283,Direct Fire,0,0,5,2,0,0,0,0,0,2,33.345085,44.408928,9,1,2/8/07,,,
,7286,Direct Fire,0,0,0,0,0,0,1,1,0,1,33.364124,44.299881,9,1,2/8/07,,,
,7279,Direct Fire,0,0,2,1,0,0,0,0,0,1,33.393604,44.370964,9,1,2/8/07,,,
,7278,Direct Fire,0,0,2,1,0,0,0,0,0,1,33.425457,43.507923,10,1,2/8/07,,,
,16712,IED Explosion,1,3,0,0,0,0,0,0,0,3,33.434666,43.937683,-1,0,2/8/07,,,
,7274,Indirect Fire,0,0,0,0,0,1,0,0,0,1,33.463032,44.135475,-1,0,2/8/07,,,
,16720,IED Suspected,0,0,0,0,0,0,0,2,0,2,33.549091,44.639568,-1,0,2/8/07,,,
,16718,IED Found/Cleared,0,0,0,0,0,0,0,1,0,1,33.61742,44.234592,-1,0,2/8/07,,,
,7287,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.717594,44.647068,11,1,2/8/07,,,
,7280,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.743027,44.616734,11,1,2/8/07,,,
,7282,Direct Fire,0,0,0,0,0,0,0,3,2,3,33.884525,44.558464,-1,0,2/8/07,,,
,16721,IED Suspected,0,0,0,0,0,0,0,2,0,2,33.983238,44.924213,11,1,2/8/07,,,
,16722,IED Suspected,0,0,0,0,0,0,0,3,0,3,34.035576,44.227062,-1,0,2/8/07,,,
,7272,Direct Fire,0,0,0,1,0,0,0,0,0,1,34.413765,43.788902,14,1,2/8/07,,,
,16719,Unknown Explosion,0,0,0,0,1,1,0,0,0,1,35.331474,43.767666,-1,0,2/8/07,,,
,7277,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.40123,43.116505,20,1,2/8/07,,,
,16709,IED Explosion,3,1,0,0,0,0,0,0,0,1,32.149437,44.981018,-1,0,2/7/07,,,
,7269,Direct Fire,0,0,0,0,0,1,0,0,0,1,32.54158,44.453655,8,1,2/7/07,,,
,16711,IED Explosion,0,0,0,0,20,6,0,0,0,6,32.925949,44.776455,-1,0,2/7/07,,,
,7264,Direct Fire,0,0,0,0,4,1,0,0,0,1,33.085976,44.203869,-1,0,2/7/07,,,
,16704,IED Explosion,0,0,0,1,0,0,0,0,0,1,33.100414,44.573467,-1,0,2/7/07,,,
,16703,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.15033,44.674019,-1,0,2/7/07,,,
,7266,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.279716,44.325607,9,1,2/7/07,,,
,7263,Direct Fire,0,0,0,1,1,0,0,0,0,1,33.325115,44.383278,9,1,2/7/07,,,
,7270,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.325638,44.49931,9,1,2/7/07,,,
,7271,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.327225,44.447727,9,1,2/7/07,,,
,16710,IED Explosion,2,2,0,0,0,0,0,0,0,2,33.32806,43.785275,10,1,2/7/07,,,
,16708,IED Explosion,0,0,0,0,7,1,0,0,0,1,33.336121,43.704105,10,1,2/7/07,,,
,7262,Direct Fire,0,0,3,2,0,0,0,0,0,2,33.35088,43.770741,10,1,2/7/07,,,
,7261,Indirect Fire,0,0,0,0,12,3,0,0,0,3,33.435604,44.347748,9,1,2/7/07,,,
,7265,Indirect Fire,0,0,0,0,1,1,0,0,0,1,33.446453,43.296669,10,1,2/7/07,,,
,7267,Attack,0,0,0,0,0,0,1,1,0,1,33.447727,43.405846,10,1,2/7/07,,,
,7260,Indirect Fire,0,0,0,0,0,7,0,0,0,7,33.546055,44.375248,9,1,2/7/07,,,
,16705,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.74649,44.658825,11,1,2/7/07,,,
,7268,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.945744,44.635307,-1,0,2/7/07,,,
,16706,IED Explosion,10,2,0,2,0,2,0,1,0,7,34.10751,42.391136,-1,0,2/7/07,,,
,7259,Direct Fire,0,0,0,0,0,2,0,0,0,2,36.359375,43.091881,20,1,2/7/07,,,
,16707,IED Explosion,0,0,0,0,0,0,0,1,0,1,36.382236,43.170471,20,1,2/7/07,,,
,7255,Direct Fire,0,1,0,0,0,0,0,0,0,1,33.072201,44.179996,-1,0,2/6/07,,,
,16696,IED Explosion,0,0,0,0,10,3,0,0,0,3,33.225494,44.400513,9,1,2/6/07,,,
,16702,IED Explosion,0,0,0,0,0,2,0,0,0,2,33.226509,44.522415,9,1,2/6/07,,,
,16694,IED Explosion,0,0,0,0,0,0,0,1,0,1,33.270775,44.339634,9,1,2/6/07,,,
,16699,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.276188,44.540398,9,1,2/6/07,,,
,7258,Direct Fire,0,0,0,0,0,0,1,2,0,2,33.30489,44.038616,9,1,2/6/07,,,
,16695,IED Explosion,0,0,2,3,0,0,0,0,0,3,33.305687,44.330662,9,1,2/6/07,,,
,16698,IED Explosion,0,0,0,0,11,3,0,0,0,3,33.321022,44.473553,9,1,2/6/07,,,
,16700,IED Explosion,0,0,0,0,5,2,0,0,0,2,33.328304,44.489624,9,1,2/6/07,,,
,7254,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.3321,44.338097,9,1,2/6/07,,,
,16697,IED Explosion,0,0,0,0,8,3,0,0,0,3,33.340099,44.506748,9,1,2/6/07,,,
,7257,Direct Fire,0,0,3,0,0,0,0,2,0,2,33.357815,43.768139,10,1,2/6/07,,,
,16692,IED Explosion,0,0,0,0,1,2,0,0,0,2,33.409851,43.528652,10,1,2/6/07,,,
,7256,Sniper Ops,0,1,0,0,0,0,0,0,0,1,33.430161,43.298828,10,1,2/6/07,,,
,16701,IED Found/Cleared,0,0,0,0,0,0,0,1,0,1,33.746689,44.610653,11,1,2/6/07,,,
,16691,IED Explosion,0,0,3,1,2,0,0,0,0,1,33.75132,44.490372,-1,0,2/6/07,,,
,16693,IED Explosion,0,0,2,1,0,0,0,0,0,1,35.436256,43.219666,-1,0,2/6/07,,,
,16690,IED Explosion,0,0,6,1,0,0,0,0,0,1,36.378464,43.159412,20,1,2/6/07,,,
,16679,IED Explosion,1,1,0,0,0,0,0,0,0,1,30.505417,47.851276,0,1,2/5/07,,,
,7242,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.251926,44.358025,9,1,2/5/07,,,
,16682,IED Explosion,0,0,0,0,55,8,0,0,0,8,33.25375,44.361233,9,1,2/5/07,,,
,16681,IED Explosion,0,0,0,0,39,1,0,0,0,1,33.256916,44.280693,9,1,2/5/07,,,
,16683,IED Explosion,0,0,0,0,9,5,0,1,0,6,33.303879,44.45174,9,1,2/5/07,,,
,7249,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.336353,44.325451,9,1,2/5/07,,,
,7243,Direct Fire,0,0,0,0,2,0,0,1,1,1,33.346756,44.38205,9,1,2/5/07,,,
,16684,IED Explosion,0,0,0,0,15,4,0,0,0,4,33.346806,44.39172,9,1,2/5/07,,,
,16680,IED Explosion,0,0,0,0,19,9,0,0,0,9,33.350433,44.395996,9,1,2/5/07,,,
,7239,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.355404,44.31105,9,1,2/5/07,,,
,7250,Indirect Fire,0,0,0,0,9,1,0,0,0,1,33.373287,44.36681,9,1,2/5/07,,,
,16687,IED Found/Cleared,0,0,0,0,0,0,0,1,0,1,33.41552,43.29921,10,1,2/5/07,,,
,7245,Attack,1,1,0,0,0,0,0,0,0,1,33.439678,43.454079,10,1,2/5/07,,,
,16685,Mine Strike,0,0,0,0,0,1,0,0,0,1,33.571129,44.188671,-1,0,2/5/07,,,
,7248,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.666706,44.373417,-1,0,2/5/07,,,
,16686,IED Suspected,0,0,0,0,0,0,0,2,0,2,33.674152,44.598595,-1,0,2/5/07,,,
,7251,Attack,0,0,2,1,0,0,0,2,0,3,33.746471,44.652348,11,1,2/5/07,,,
,7253,Direct Fire,0,0,0,0,1,1,0,0,0,1,33.772087,45.178196,-1,0,2/5/07,,,
,16688,IED Found/Cleared,0,0,0,0,0,0,0,3,0,3,34.012981,44.052368,-1,0,2/5/07,,,
,7241,Direct Fire,0,0,2,2,0,0,0,0,0,2,34.178776,44.034241,-1,0,2/5/07,,,
,7240,Direct Fire,0,0,1,2,0,0,0,0,0,2,34.183147,45.119804,-1,0,2/5/07,,,
,16689,IED Found/Cleared,0,0,0,0,0,0,0,4,0,4,34.870537,43.487072,-1,0,2/5/07,,,
,7252,Direct Fire,0,0,0,1,0,0,0,0,0,1,34.931477,43.479164,-1,0,2/5/07,,,
,7244,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.329025,41.972073,-1,0,2/5/07,,,
,7246,Direct Fire,0,0,1,1,0,0,0,0,0,1,36.339661,43.216034,20,1,2/5/07,,,
,7247,Direct Fire,0,0,0,1,0,0,0,0,0,1,36.377197,42.45277,18,1,2/5/07,,,
,16667,IED Explosion,0,0,0,0,7,3,0,0,0,3,33.167297,44.388672,9,1,2/4/07,,,
,7231,Direct Fire,0,0,0,0,0,0,0,1,0,1,33.216976,44.403351,9,1,2/4/07,,,
,16666,IED Explosion,0,0,0,0,9,7,0,0,0,7,33.231163,44.373913,9,1,2/4/07,,,
,7226,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.240463,44.410706,9,1,2/4/07,,,
,16670,IED Explosion,0,0,0,0,8,2,0,0,0,2,33.243942,44.383846,9,1,2/4/07,,,
,7219,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.244751,44.365593,9,1,2/4/07,,,
,16674,IED Explosion,0,0,0,1,0,0,0,0,0,1,33.254665,44.364449,9,1,2/4/07,,,
,7214,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.270775,44.339634,9,1,2/4/07,,,
,7233,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.296928,44.339439,9,1,2/4/07,,,
,7222,Sniper Ops,0,0,0,0,0,2,0,0,0,2,33.310894,44.427422,9,1,2/4/07,,,
,7215,Direct Fire,0,0,0,0,1,2,0,0,0,2,33.311378,44.342552,9,1,2/4/07,,,
,16665,IED Explosion,0,0,0,0,4,1,0,0,0,1,33.315346,44.414501,9,1,2/4/07,,,
,7237,Direct Fire,0,0,0,0,0,2,0,0,0,2,33.319523,44.347862,9,1,2/4/07,,,
,7223,Sniper Ops,0,0,0,2,0,0,0,0,0,2,33.323296,44.380066,9,1,2/4/07,,,
,7218,Direct Fire,0,0,0,2,2,0,0,0,0,2,33.324745,44.381344,9,1,2/4/07,,,
,7220,Attack,0,0,0,0,0,0,0,2,0,2,33.3251,44.380054,9,1,2/4/07,,,
,16663,IED Explosion,0,0,0,0,5,2,0,0,4,2,33.349476,44.384609,9,1,2/4/07,,,
,7234,Direct Fire,0,0,0,0,0,1,0,0,0,1,33.360851,44.317459,9,1,2/4/07,,,
,16659,IED Explosion,0,0,2,4,0,0,0,0,0,4,33.362057,44.375492,9,1,2/4/07,,,
,16661,IED Explosion,0,0,2,4,0,0,0,0,0,4,33.362083,44.380867,9,1,2/4/07,,,
,16658,IED Explosion,0,0,0,6,0,0,0,0,0,6,33.363876,44.378704,9,1,2/4/07,,,
,7228,Indirect Fire,0,0,0,0,7,1,0,0,0,1,33.372578,44.367321,9,1,2/4/07,,,
,16662,IED Explosion,0,0,0,0,9,2,0,0,0,2,33.373695,44.358208,9,1,2/4/07,,,
,16677,IED Explosion,2,1,0,0,0,0,0,0,0,1,33.379574,44.29652,9,1,2/4/07,,,
,7229,Indirect Fire,0,0,0,0,0,0,1,1,0,1,33.386551,44.407421,9,1,2/4/07,,,
,7217,Direct Fire,0,0,0,1,0,0,0,0,0,1,33.387733,44.465622,9,1,2/4/07,,,
,7213,Direct Fire,0,0,0,0,3,2,0,0,0,2,33.389492,44.454861,9,1,2/4/07,,,
,16660,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.389996,44.370991,9,1,2/4/07,,,
,7212,Attack,0,0,0,0,0,0,0,2,0,2,33.415546,43.298466,10,1,2/4/07,,,
,7221,Sniper Ops,0,0,0,0,0,1,0,0,0,1,33.572952,44.545296,-1,0,2/4/07,,,
,16671,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.662613,45.16082,-1,0,2/4/07,,,
,16669,IED Explosion,0,0,0,0,0,1,0,0,0,1,33.690067,45.132713,-1,0,2/4/07,,,
,7225,Direct Fire,0,1,0,0,0,0,0,0,0,1,33.719112,44.647968,11,1,2/4/07,,,
,16672,IED Explosion,0,0,0,0,0,0,0,1,0,1,33.73386,44.522102,-1,0,2/4/07,,,
,7216,Direct Fire,0,0,0,0,1,1,0,0,0,1,33.794724,44.5182,-1,0,2/4/07,,,
,16664,IED Explosion,0,0,7,2,12,2,0,0,0,4,33.852436,44.515717,-1,0,2/4/07,,,
,16676,IED Found/Cleared,0,0,0,0,0,0,0,2,0,2,34.006733,44.0611,-1,0,2/4/07,,,
,16678,IED Found/Cleared,0,0,0,0,0,0,0,2,0,2,34.007206,44.061356,-1,0,2/4/07,,,
,7236,Direct Fire,0,0,1,2,0,0,0,0,0,2,35.203808,43.899223,-1,0,2/4/07,,,
,16675,IED Explosion,0,0,0,0,0,2,0,0,0,2,35.437267,44.402847,15,1,2/4/07,,,
,7235,Direct Fire,0,0,0,0,0,1,0,0,0,1,36.268574,43.416912,-1,0,2/4/07,,,
